;Estação Centro Av Contorno - Belo Horizonte - Regap;;;;;;;;;;;
Data e Hora;PM10;NO2;O3;SO2;PM 2,5;CO;Tº;DV;PP;VV;RS;UR
;µg/m3;µg/m3;µg/m3;µg/m3;µg/m3;PPM;ºc;º;mm;m/s;W/m2;%
19/05/2019 11:30;12,92;1,52;;;;0,37;25,86;109,94;0;2,01;819,84;59,46
19/05/2019 12:30;8,12;0,91;;;;0,36;27,19;105,94;0;1,94;863,22;54,41
19/05/2019 13:30;24,68;0,61;;;2;0,33;27,63;114,73;0;1,97;712,93;52,32
19/05/2019 14:30;13,03;1,8;;;4;0,35;27,35;119,21;0;1,77;529,36;52,01
19/05/2019 15:30;10,49;1,45;;;2;0,35;26,23;105,86;0;1,47;156,47;54,75
19/05/2019 16:30;5,75;3,73;;;5;0,41;25,46;112,68;0;1,7;100,28;57,98
19/05/2019 17:30;11,99;6,24;;;4;0,38;24,22;115,73;0;1,79;4,22;63,79
19/05/2019 18:30;15,23;8,19;;;2;0,47;23,09;115,27;0;1,78;1,21;69,01
19/05/2019 19:30;9,64;13,29;;;5;0,48;22,44;112,33;0;1,34;1,37;70,07
19/05/2019 20:30;28,03;9,14;;;6;0,48;21,96;102,01;0;1,19;1,32;70,59
19/05/2019 21:30;15,32;4,55;;;7;0,43;21,5;106,67;0;1,12;1,73;71,98
19/05/2019 22:30;11,26;2,86;;;4;0,41;21,42;97,46;0;1,11;1,64;72,72
19/05/2019 23:30;15,61;3,43;;;3;0,41;20,69;110,38;0;0,79;1,1;77,34
20/05/2019 00:30;15,07;2,18;;;4;0,34;20,29;100,85;0;0,83;1,19;79,75
20/05/2019 01:30;15,59;1,1;;;5;0,33;19,93;112,9;0;0,69;1,09;81,66
20/05/2019 02:30;9,43;1,13;;;4;0,37;19,39;135,24;0;0,58;0,84;84,18
20/05/2019 03:30;16,68;2,3;;;3;0,33;18,57;123,29;0;0,6;0,97;88,01
20/05/2019 04:30;12,44;1,49;;;7;;17,89;110,38;0;0,43;0,82;91,45
20/05/2019 05:30;10,61;3,83;;;5;;17,85;100,57;0;0,5;0,66;90,21
20/05/2019 06:30;24,34;11,9;;;3;;17,64;103,12;0;0,7;20,1;91,61
20/05/2019 07:30;13,46;24,55;;0,46;9;0,01;20,79;117,65;0;0,92;157,91;77,31
20/05/2019 08:30;23,1;26,11;6,5;0,2;10;0,01;23,91;121,02;0;1,31;369,76;66,16
20/05/2019 09:30;32,7;16,05;10,96;0,22;7;0,58;26,42;101,45;0;1,08;607,44;56,52
20/05/2019 10:30;22,23;9,73;18,41;0,13;8;0,48;28,2;59,62;0;1,11;760,57;49,59
20/05/2019 11:30;23,79;14,86;29,76;0,22;5;0,47;29,38;335,9;0;1,4;815,83;41,9
20/05/2019 12:30;;14,57;39,97;0,24;;0,49;29,92;320,79;0;1,83;717,63;38,43
20/05/2019 13:30;28,77;13,46;40,23;0,32;8;0,49;30,18;313,13;0;2,04;650,39;33,43
20/05/2019 14:30;45,3;17,77;31,89;0,2;5;0,34;30,02;310,23;0;2,34;568,15;29,76
20/05/2019 15:30;45,06;24,85;28,18;0,32;5;0,43;29,45;316,01;0;2,02;326,54;30,34
20/05/2019 16:30;44,31;18,33;32,9;0,38;6;0,47;27,69;335,77;0;1,49;112,08;33,98
20/05/2019 17:30;38,03;36,41;22,92;0,68;9;0,81;25,97;346,08;0;1;3,51;41,5
20/05/2019 18:30;43,71;52,13;4,77;0,69;15;1,04;23,92;15,49;0;0,46;0,15;51,02
20/05/2019 19:30;65,53;53,66;3,87;1,02;22;1,75;23,03;37,69;0;0,52;0,89;55,8
20/05/2019 20:30;74,78;41,24;3,05;1,07;29;1,91;21,84;74,53;0;0,54;0,2;62,63
20/05/2019 21:30;77,91;27,03;2,49;0,85;29;1,48;21,47;91,17;0;0,81;0,44;63,04
20/05/2019 22:30;77,9;12,76;2,44;0,4;19;0,88;20,71;118,7;0;0,93;0,7;66,16
20/05/2019 23:30;66,93;9,47;3,33;0,3;16;0,55;19,93;101,78;0;0,69;0,49;70,04
21/05/2019 00:30;57,37;4,05;0,9;;13;0,42;18,9;117,63;0;0,59;0,52;75,8
21/05/2019 01:30;52,62;4,87;0,93;;15;0,42;18,21;120,83;0;0,13;0,27;79,45
21/05/2019 02:30;51,83;4;0,93;;12;0,44;18,2;115,39;0;0,67;1,05;80,06
21/05/2019 03:30;30,26;2,32;1,27;;11;0,31;17,49;110,15;0;0,47;0,9;83,02
21/05/2019 04:30;33,97;1,95;1,15;;11;0,3;17,41;131,29;0;0,64;0,76;82,53
21/05/2019 05:30;35,85;6,45;2,33;;20;0,36;17,01;129,02;0;0,7;0,97;82,68
21/05/2019 06:30;33,11;16,45;4,31;0,37;13;0,58;16,67;103,47;0;0,66;20,44;84,41
21/05/2019 07:30;50,5;37,87;8,03;1,11;18;1,33;20,16;127,8;0;1;155,5;70,01
21/05/2019 08:30;42,7;34,8;8,7;0,82;14;0,93;23,42;131,72;0;1,24;366,06;59,87
21/05/2019 09:30;60,25;20,68;14,22;0,42;12;0,59;26,42;106,99;0;1,32;597,39;51,44
21/05/2019 10:30;42,34;10,78;25,48;0,43;7;0,32;28,64;60,16;0;1,22;766,76;43,04
21/05/2019 11:30;36,75;17,54;34,98;0,52;8;0,35;30,32;356,65;0;1,59;828,71;34,23
21/05/2019 12:30;34,87;22,19;44,11;0,44;9;0,34;31,14;308,97;0;1,88;802,43;30,46
21/05/2019 13:30;35,43;20,23;38,35;0,29;6;0,32;31,57;305,41;0;2,27;729,68;27,12
21/05/2019 14:30;31,23;21,38;29,03;0,23;3;0,31;31,05;317,46;0;2,77;540,92;27,96
21/05/2019 15:30;37,21;19,86;31,51;0,1;7;0,32;30,16;330,35;0;2,08;308,67;31,4
21/05/2019 16:30;47,52;41,7;20,54;0,11;6;0,47;28,56;317,61;0;2,25;102,9;34,84
21/05/2019 17:30;41,17;58,03;12,15;;15;0,73;27,02;328,32;0;1,61;4,94;39,35
21/05/2019 18:30;39,66;71,6;3,14;0,29;18;1,2;25,55;311,58;0;1,15;0,46;45,49
21/05/2019 19:30;70,04;63,69;4,66;0,24;26;1,24;24,39;298,75;0;0,81;0,45;48,11
21/05/2019 20:30;74,62;43,82;3,33;0,4;21;1,46;22,86;72,2;0;0,44;0,24;55,2
21/05/2019 21:30;75,94;32,16;2,69;0,51;27;1,6;21,97;75,88;0;0,59;0,75;59,77
21/05/2019 22:30;86,89;14,81;2,08;0,29;27;1,13;21,38;105,38;0;0,72;0,57;63,62
21/05/2019 23:30;83,69;12,56;1,99;0,34;;0,87;20,49;112,59;0;0,62;0,74;68,04
22/05/2019 00:30;67,71;4,64;0,54;0,18;24;0,53;20,47;104,2;0;0,79;0,99;68,3
22/05/2019 01:30;72,68;4,6;0,87;0,21;15;0,37;19,75;112,6;0;0,77;0,96;70,74
22/05/2019 02:30;59,74;3,89;0,94;0,18;18;0,24;18,98;111,4;0;0,77;1,19;73,5
22/05/2019 03:30;50,05;3,93;0,85;0,2;15;0,2;18,75;99,58;0;1;1,34;74,39
22/05/2019 04:30;50,93;3,27;0,96;0,19;14;0,15;18,16;112,07;0;0,89;1,08;75,29
22/05/2019 05:30;38,94;7,67;2,17;0,46;15;0,27;17,26;120,63;0;0,7;1,31;79,66
22/05/2019 06:30;27,45;14,67;5,39;0,86;19;0,57;17,36;118,05;0;0,9;19,08;78,93
22/05/2019 07:30;49,26;33,26;8,73;1,71;14;0,85;20,4;119,72;0;0,91;153,38;66,61
22/05/2019 08:30;54,05;37,79;7,84;1,5;21;0,72;24,39;125,99;0;1,08;355,11;53,51
22/05/2019 09:30;50,22;35,51;12,06;1,41;17;0,67;27,13;124,39;0;1,19;584,42;45,31
22/05/2019 10:30;62,32;17,77;26,63;0,77;8;0,29;29,5;93,27;0;1,19;742,35;37,86
22/05/2019 11:30;59,21;11,59;41,77;0,9;7;0,14;30,45;10,36;0;1,53;802,37;34,26
22/05/2019 12:30;39,03;13,82;56,62;1,03;10;0,26;31,08;348,18;0;1,65;789,06;32,36
22/05/2019 13:30;32,19;17,05;68,53;0,74;13;0,2;31,33;333,22;0;1,93;653,16;32,99
22/05/2019 14:30;44,89;24,68;41,65;0,66;10;0,26;31,33;309,61;0;1,85;529,26;32,51
22/05/2019 15:30;53,95;24,91;37,77;0,44;11;0,24;30,45;322,57;0;2,09;329,49;35,07
22/05/2019 16:30;48,39;35,08;33,86;0,27;12;0,33;28,87;320,41;0;1,55;126;39,34
22/05/2019 17:30;48,24;57,5;20,43;0,34;12;0,52;27,43;325,92;0;1,46;4,98;43,26
22/05/2019 18:30;59,67;71,23;3,6;0,53;17;0,82;26,19;323,69;0;1,13;0,42;48,48
22/05/2019 19:30;69,93;63,48;4,69;0,44;22;0,73;25,31;258,92;0;0,72;0,55;50,1
22/05/2019 20:30;72,11;41,3;3,09;0,4;18;0,62;23,93;74,23;0;0,36;0,23;54,8
22/05/2019 21:30;54,59;34,16;3,22;0,38;26;0,91;22,93;84,66;0;0,64;0,55;59,33
22/05/2019 22:30;80,79;13,05;3,1;0,21;19;0,44;22,36;88,19;0;0,92;0,54;62,4
22/05/2019 23:30;70,27;12,48;2,74;0,11;21;0,24;21,51;93;0;1,12;0,91;66,5
23/05/2019 00:30;59,33;4,31;0,95;;16;0,39;20,17;146,88;0;0,12;0,47;73,06
23/05/2019 01:30;49,43;6,56;0,86;;13;0,76;19,74;95,27;0;0,26;1,2;75,16
23/05/2019 02:30;63,67;5,35;0,84;;15;0,54;19,08;125,31;0;0,22;0,9;79,3
23/05/2019 03:30;46,27;3,27;1,29;;13;0,44;18,88;139,25;0;0,42;1,18;79,44
23/05/2019 04:30;30,29;3,24;0,83;;16;0,37;18,3;120,81;0;0,22;1,1;82,84
23/05/2019 05:30;34,27;8,31;2,25;0,15;13;0,5;18,32;127,72;0;0,57;1,97;82,1
23/05/2019 06:30;30,44;17,54;3,84;0,23;26;0,73;18,38;114,51;0;0,84;19,7;80,04
23/05/2019 07:30;28,17;39,49;7,66;0,48;23;1,22;21,11;122,4;0;0,9;139,62;68,17
23/05/2019 08:30;59,58;39,68;8,1;0,47;17;0,96;24,55;128,23;0;1,25;345,7;57,76
23/05/2019 09:30;62,66;17,62;15,68;0,32;11;0,58;26,58;111,45;0;1,67;554,59;54,12
23/05/2019 10:30;55,72;8,23;28,87;0,35;8;0,43;28,64;103,37;0;1,29;732,14;47,02
23/05/2019 11:30;42,45;6,82;44,14;0,36;6;0,33;30,26;55,18;0;1,23;773,55;38,72
23/05/2019 12:30;37,53;12,75;50,46;0,29;7;0,32;31,75;336,63;0;1,51;801,37;32,88
23/05/2019 13:30;38,72;15,9;57,32;0,22;9;0,44;30,77;327,43;0;1,89;443,44;34,86
23/05/2019 14:30;34,71;14,53;44,25;;8;0,37;30,71;340,42;0;1,79;528,59;36,02
23/05/2019 15:30;54,54;27,11;30,91;;7;0,46;30,3;322,5;0;1,86;275,77;35,4
23/05/2019 16:30;48,08;31,09;30,04;;7;0,59;28,82;325,3;0;1,82;115,77;38,92
23/05/2019 17:30;48,52;55,27;18,57;;12;0,92;27,46;328;0;1,53;4,85;43,38
23/05/2019 18:30;59,29;73,4;3,3;;20;1,31;26,32;313,49;0;1,44;0,51;48,24
23/05/2019 19:30;79,13;65,8;4,53;0,1;30;1,11;25,31;312,13;0;1,2;0,75;52,39
23/05/2019 20:30;74,4;45,13;2,67;0,12;24;1,05;24,71;306,54;0;1,13;1,21;54,58
23/05/2019 21:30;79,74;35,3;2,66;0,26;31;1,12;23,75;308,79;0;0,61;0,9;59,2
23/05/2019 22:30;104,49;16,99;2,18;0,13;33;1,35;23;102,23;0;0,85;0,61;63,83
23/05/2019 23:30;78,5;13,14;2,13;0,14;24;0,87;22,31;114,99;0;0,82;1,45;67,47
24/05/2019 00:30;90,99;4,03;1,27;;20;0,44;21,65;127,44;0;0,8;1,11;69,11
24/05/2019 01:30;72,02;3,6;1,88;;19;0,4;20,83;120,71;0;0,79;1,39;72,64
24/05/2019 02:30;70,66;2,38;2,17;0,11;18;0,3;20,47;106,35;0;0,69;2,08;74,33
24/05/2019 03:30;53,66;2,09;2,36;0,1;15;0,26;20,29;129,63;0;0,67;1,39;74,78
24/05/2019 04:30;51,67;1,64;2,2;0,11;16;0,22;19,78;131,33;0;0,7;2,26;77,87
24/05/2019 05:30;39,71;5,09;3,81;0,23;21;0,31;18,92;110,96;0;0,24;1,39;83,24
24/05/2019 06:30;45,51;16,43;4,85;0,58;17;0,68;19,11;114,16;0;0,78;17,43;82,17
24/05/2019 07:30;51,38;38,67;9,17;0,9;24;1,12;22,79;97,54;0;0,55;141,18;69,31
24/05/2019 08:30;61,18;26,46;15,6;0,65;13;0,56;25,32;119,18;0;1,35;344,67;60,11
24/05/2019 09:30;56,65;12,07;20,25;0,68;11;0,36;27,74;77,09;0;1,13;562,28;51,05
24/05/2019 10:30;55,27;18,42;25,73;2,26;23;0,49;29,36;8,01;0;1,13;706,36;45,19
24/05/2019 11:30;74,44;26,86;36,65;3,43;26;0,38;30,89;324,31;0;2;790,9;41,17
24/05/2019 12:30;94,94;15,97;45,9;2,97;22;0,33;31,04;334,1;0;2,04;653,93;41,17
24/05/2019 13:30;90,84;25,15;24,55;1,09;8;0,31;31,42;310,21;0;2,71;550,25;36,01
24/05/2019 14:30;63,74;21,66;24,51;0,36;10;0,23;30,74;309,26;0;3,13;434,27;36,73
24/05/2019 15:30;44,69;22,14;24,68;0,15;7;0,28;30,26;322,31;0;2,57;248,59;38,53
24/05/2019 16:30;53,05;35,75;16,6;;9;0,42;28,92;313,87;0;2,41;83,53;42,95
24/05/2019 17:30;54,62;49,71;10,23;;10;0,57;27,71;311,16;0;1,7;6,9;46,65
24/05/2019 18:30;56,76;55,11;4,3;0,1;15;0,79;26,61;334,59;0;1,14;0,44;51,05
24/05/2019 19:30;61,74;47,51;4,8;0,1;23;0,92;24,77;46,48;0;0,47;0,55;59,09
24/05/2019 20:30;78,48;34,39;3,03;0,27;33;1,59;23,86;74,57;0;0,35;0,8;63,96
24/05/2019 21:30;80,71;27,6;2,58;0,37;37;1,82;23,24;80,45;0;0,52;1,25;67,31
24/05/2019 22:30;97,24;15,25;2,24;0,32;34;1,72;23,05;114,32;0;0,66;1,41;67,98
24/05/2019 23:30;104,64;13,82;2,22;0,27;40;1,58;22,34;71,24;0;0,55;1,98;71,86
25/05/2019 00:30;102,19;4,95;0,62;0,14;36;0,78;22,31;118,01;0;0,61;0,87;71,66
25/05/2019 01:30;94,37;5,39;0,81;0,2;31;0,55;21,24;119,11;0;0,38;1,24;76,75
25/05/2019 02:30;95,51;4,55;0,74;0,2;29;0,19;20,88;91,15;0;0,36;1,23;77,64
25/05/2019 03:30;82,67;5,16;0,84;0,27;26;0,1;20,31;93,97;0;0,12;1,33;80,65
25/05/2019 04:30;70,97;4,55;0,81;0,25;21;0,17;19,96;81,28;0;0,37;2,2;83,06
25/05/2019 05:30;60,43;8,8;1,54;0,7;23;0,19;19,95;119,26;0;0,31;1,61;83
25/05/2019 06:30;63,7;15,69;4,89;1,32;29;0,28;20;8,28;0;0,72;8,71;83,43
25/05/2019 07:30;68,48;34,69;7,39;2,49;29;0,53;21,56;47,08;0;0,77;108,86;77,27
25/05/2019 08:30;72,72;22,43;12,05;2,25;12;0,04;24,54;274,63;0;1,57;279,02;62,59
25/05/2019 09:30;48,97;15,19;12,86;1,97;13;0,02;26,18;284,81;0;1,81;503,26;55,35
25/05/2019 10:30;48,34;20,14;15,51;1,85;12;;27,87;302,79;0;2,44;693,12;49,62
25/05/2019 11:30;55,08;17,02;23,14;1,64;10;;28,82;313,45;0;3,49;790,48;45,93
25/05/2019 12:30;47,1;17,34;27,96;1,3;10;;29,2;305,09;0;2,97;655,34;45,3
25/05/2019 13:30;46,87;11,6;27,63;1,1;6;;29,06;315,51;0;3,48;501,33;45,26
25/05/2019 14:30;36,4;18,1;20,68;0,75;4;;29,1;312,84;0;2,76;404,53;45,39
25/05/2019 15:30;39,34;24,91;16,59;0,46;5;;27,75;305,21;0;2,52;110,73;48,36
25/05/2019 16:30;31,14;29,99;13,92;0,49;6;;26,88;312,74;0;2,25;69,45;49,64
25/05/2019 17:30;31,14;42,02;12,25;0,34;12;0,06;25,92;316,44;0;1,96;5,92;52,39
25/05/2019 18:30;40,76;41,62;5,5;0,12;12;0,05;24,93;312,46;0;1,7;0,71;55,54
25/05/2019 19:30;45,71;37,3;6,22;;15;0,02;24,01;301,75;0;1,46;0,79;58,94
25/05/2019 20:30;47,81;22,33;6,87;;12;;23,55;297,91;0;1,2;1,51;57,99
25/05/2019 21:30;43,27;20,16;2,81;;19;;22,9;295,43;0;0,82;2,32;59,99
25/05/2019 22:30;60,12;8,91;4,62;;9;;22,98;221,83;0;0,84;1,54;58,42
25/05/2019 23:30;45,88;5,68;5,43;;8;;22,36;127,08;0;1,09;0,94;57,48
26/05/2019 00:30;25,13;1,82;2,65;;;0,3;21,2;109,16;0;0,68;1,06;58,57
26/05/2019 01:30;14,02;2,42;2,21;;;0,43;20,52;100,08;0;0,69;0,59;62,51
26/05/2019 02:30;24,44;2,68;2,07;;7;0,41;19,37;113,27;0;0,65;0,63;66,01
26/05/2019 03:30;21,88;1,99;2,43;;7;0,31;18,78;56,06;0;0,49;0,69;66,74
26/05/2019 04:30;22,82;3,47;1,01;;11;0,53;18,05;110,47;0;0,72;0,84;73,69
26/05/2019 05:30;25,44;6,19;4,43;;9;0,33;17,6;122,73;0;0,46;0,55;70,41
26/05/2019 06:30;19,05;12,61;7,95;;8;0,39;17,23;120,42;0;0,63;15,76;72,51
26/05/2019 07:30;29,34;18,28;16,65;;8;0,63;20,33;122,46;0;0,98;154,76;59,88
26/05/2019 08:30;30,33;13;18,86;;9;0,44;23,94;114,87;0;1,2;355,5;46,92
26/05/2019 09:30;22,03;7,03;18,55;;6;0,44;25,97;109,35;0;1,61;584,45;40,63
26/05/2019 10:30;20,32;4,02;26,13;;5;0,4;27,85;100,05;0;1,66;745,59;37,45
26/05/2019 11:30;34,56;2;33,74;;4;0,35;28,81;78,6;0;1,43;814,99;39,07
26/05/2019 12:30;20,75;2,78;43,26;;8;0,3;29,56;12,75;0;1,4;794,36;40,16
26/05/2019 13:30;31,84;4,72;49,19;;8;0,3;30,07;334,86;0;1,78;680,72;37,38
26/05/2019 14:30;19,1;7,62;41,86;;10;0,31;30,19;326,49;0;1,81;489,14;35,59
26/05/2019 15:30;34,27;4,92;45,34;;5;0,29;29,58;335,46;0;1,92;318,47;37,09
26/05/2019 16:30;37,82;8,85;48,95;;6;0,35;28,06;345,36;0;1,2;66,62;41,04
26/05/2019 17:30;40,19;19,68;34,5;;9;0,4;27,03;310,42;0;1,58;7,77;43,55
26/05/2019 18:30;36,06;24;14,9;;12;0,51;25,75;40,62;0;1,38;0,65;49,01
26/05/2019 19:30;36,68;13,32;28,16;;15;0,51;24,17;101,46;0;1,21;0,47;59,65
26/05/2019 20:30;38,78;8,47;21,53;;14;0,46;23,14;97,59;0;1,35;0,78;64,41
26/05/2019 21:30;40,49;7,82;14,92;;14;0,47;22,38;97,46;0;1,39;1,04;67,46
26/05/2019 22:30;50,24;5,52;10,24;;11;0,51;21,77;107,69;0;0,96;0,85;69,1
26/05/2019 23:30;43,23;4,71;8,2;;11;0,51;20,99;106,14;0;0,59;0,58;71,21
27/05/2019 00:30;39,03;1,11;3,92;;6;0,37;20,77;96,67;0;0,79;1,02;71,06
27/05/2019 01:30;48,21;2,18;2,97;;6;0,36;19,86;109,41;0;0,36;0,76;75,93
27/05/2019 02:30;27,05;1,94;2,84;;11;0,35;19,78;112,89;0;0,57;1,45;77,14
27/05/2019 03:30;34,15;0,95;4,09;;13;0,34;20,03;91,3;0;0,93;1,51;78,25
27/05/2019 04:30;22,89;1,48;3,62;;14;0,3;19,85;94,55;0;1;1,49;79,98
27/05/2019 05:30;29,61;3,73;9,44;;13;0,44;19,65;109,32;0;0,92;1,39;81,61
27/05/2019 06:30;31,73;14,62;13,62;;10;0,57;19,58;104,88;0;1,12;16,19;82,21
27/05/2019 07:30;49,52;24,1;22,2;;14;0,64;21,57;107,05;0;1,57;146,69;75,27
27/05/2019 08:30;39,38;10,16;23,56;;12;0,57;24,29;116,21;0;1,79;344,07;66,3
27/05/2019 09:30;34,47;3,61;21,21;;10;0,58;25,75;117,13;0;2,05;566,95;61,21
27/05/2019 10:30;33,47;3,57;24,14;;8;0,35;27,62;105,58;0;1,54;704,91;54,65
27/05/2019 11:30;41,65;3,99;37,47;;6;0,41;28,8;74,4;0;1,6;695,24;49,97
27/05/2019 12:30;40,54;6,66;45,63;;8;0,35;29,66;71,74;0;1,37;690,31;45,33
27/05/2019 13:30;42,55;8,16;49,48;;11;0,43;30,12;358,29;0;1,63;596,16;41,65
27/05/2019 14:30;48,13;11,54;39,73;;7;0,39;30,41;318,35;0;1,6;477,85;37,2
27/05/2019 15:30;46,32;13,6;41,01;;12;0,44;29,86;333,21;0;1,52;259,92;37,32
27/05/2019 16:30;38,73;17,18;44,08;;13;0,45;28,43;350,3;0;0,89;109,32;40,42
27/05/2019 17:30;59,51;28,45;35,01;;16;0,68;26,93;47,18;0;0,78;5,06;46,82
27/05/2019 18:30;57,92;16,74;12,71;;9;0,46;25,36;104,61;0;1,74;0,56;61,7
27/05/2019 19:30;66,61;16,38;11,22;;12;0,47;24,31;104,32;0;1,01;0,51;65,99
27/05/2019 20:30;57,15;15,64;5,7;;14;0,46;23,46;60,86;0;0,63;0,73;68,78
27/05/2019 21:30;41,29;8,83;6,13;;13;0,44;23,07;118,66;0;0,98;1,09;69,48
27/05/2019 22:30;49,31;7,62;2,91;;13;0,52;22;99,37;0;0,69;0,82;74,07
27/05/2019 23:30;43,85;6,06;4,09;;15;0,42;21,61;75;0;0,78;1,5;75,73
28/05/2019 00:30;31,17;1,33;2,55;;6;0,33;21,93;99,09;0;1,21;1,23;75,19
28/05/2019 01:30;44,96;1,03;2,98;;8;0,36;21,29;81,28;0;0,87;0,9;78,67
28/05/2019 02:30;34,04;1,23;2,6;;8;0,35;20,55;103,14;0;0,7;1,02;81,89
28/05/2019 03:30;26,59;0,85;2,5;;6;0,33;19,79;85,82;0;0,43;0,94;85,28
28/05/2019 04:30;25,48;0,62;2,77;;10;0,29;19,69;120,17;0;0,52;0,93;84,6
28/05/2019 05:30;13,36;3,05;5,27;;11;0,37;19,34;134,73;0;0,69;1,19;85,74
28/05/2019 06:30;32,02;13,86;6,85;;10;0,8;19,47;107,57;0;0,94;16,41;83,89
28/05/2019 07:30;43,3;22,9;15,45;;12;0,76;21,65;109,88;0;1,13;147,54;75,04
28/05/2019 08:30;41,81;11,38;18,67;;10;0,45;24,43;116,44;0;1,53;337,27;63,98
28/05/2019 09:30;38,59;5,84;18,02;0,16;8;0,46;26,03;112,06;0;1,59;552,88;57,02
28/05/2019 10:30;30,6;4,94;22,49;0,22;7;0,39;28,1;45,52;0;1,36;706,34;48,92
28/05/2019 11:30;41,89;7,26;34,34;;8;0,41;29,43;39,81;0;1,37;782,48;44,75
28/05/2019 12:30;43,89;6,3;42,79;;10;0,36;30,39;11,45;0;1,6;763,95;40,92
28/05/2019 13:30;51,22;13,91;42,54;;8;0,42;30,88;337,74;0;1,81;597,12;37,67
28/05/2019 14:30;40,91;9,25;40,66;;8;0,33;30,89;342,89;0;1,81;524,98;35,41
28/05/2019 15:30;65,17;14,15;39,14;;6;0,39;30,48;334,69;0;1,28;291,64;37
28/05/2019 16:30;58,2;17,41;36,12;;8;0,48;28,84;323,28;0;1,48;93,75;40,32
28/05/2019 17:30;51,58;44,96;15,73;;10;0,88;27,4;332,46;0;1,2;5,25;43,78
28/05/2019 18:30;52,04;47,16;4,36;0,12;20;0,89;25,9;49,66;0;0,94;0,17;52,18
28/05/2019 19:30;52,97;32,71;5,76;;15;0,74;24,74;78,16;0;0,83;0,55;61,78
28/05/2019 20:30;53,65;17,68;7,08;;13;0,63;24,01;105,42;0;0,92;1,01;66,38
28/05/2019 21:30;58,11;13,18;3,55;;17;0,59;22,69;69,99;0;0,47;0,77;72,06
28/05/2019 22:30;57,83;8,27;2,45;;9;0,61;22,6;103,14;0;0,97;1,28;72,24
28/05/2019 23:30;52,93;6,07;2,84;;14;0,47;21,8;104,92;0;0,76;1,42;75,51
29/05/2019 00:30;49,59;2,77;0,83;;11;0,56;21,35;105,87;0;0,67;1,32;76,93
29/05/2019 01:30;54,48;3,37;0,93;;12;0,53;20,99;109,04;0;0,82;1,32;78,32
29/05/2019 02:30;53,83;2,33;1,38;;14;0,38;20,45;96,58;0;0,8;1,51;80,36
29/05/2019 03:30;35,97;2,41;1,07;;14;0,37;20,28;128,83;0;0,7;1,21;80,67
29/05/2019 04:30;42,2;2,01;1,22;;15;0,3;19,81;124,99;0;0,56;1,46;81,87
29/05/2019 05:30;32,85;6,54;2,18;0,15;16;0,34;19,54;127,83;0;0,85;1,53;81,99
29/05/2019 06:30;35,37;13,95;5,23;0,46;10;0,65;19,4;126,64;0;0,95;19,83;81,95
29/05/2019 07:30;44,83;25,65;9,94;0,68;14;0,85;21,28;113,13;0;0,76;125,35;74,64
29/05/2019 08:30;50,58;23,25;10,43;0,69;15;0,7;24,76;113,59;0;1,09;322,6;62,7
29/05/2019 09:30;48,87;18,19;13,3;0,49;12;0,63;26,94;112,08;0;1,29;523,78;55,73
29/05/2019 10:30;54,27;7,14;24,52;0,68;8;0,44;29,16;89,02;0;1,38;682,85;46,95
29/05/2019 11:30;36,79;5,84;41,51;0,46;8;0,37;30,69;43,66;0;1,04;744,87;41,74
29/05/2019 12:30;43,4;9,04;46,83;0,26;11;0,38;31,41;251,22;0;1,53;701,08;40,02
29/05/2019 13:30;53,02;8,91;56,64;0,27;8;0,36;31,24;122,24;0;1,38;532,51;37,3
29/05/2019 14:30;55,05;3,52;45,07;0,22;8;0,27;31,02;119,28;0;1,6;496,13;35,52
29/05/2019 15:30;53,93;4,91;45,86;0,2;11;0,38;30,42;44,79;0;1,33;202,03;40,68
29/05/2019 16:30;36,04;8,25;46,24;0,12;10;0,35;28,36;112,84;0;1,68;83,61;50,83
29/05/2019 17:30;53,6;16,84;38,57;;10;0,4;27,08;113,14;0;1,62;4,66;55,22
29/05/2019 18:30;52,98;21,06;22,64;0,11;11;0,47;26,18;127,81;0;1,5;1,15;57,11
29/05/2019 19:30;69,36;15,88;31,62;;13;0,44;25,54;134,62;0;1,25;0,8;58,91
29/05/2019 20:30;35,28;10,21;23,73;;11;0,43;24,86;106,17;0;1,3;1,18;61,94
29/05/2019 21:30;44,26;7,05;16,04;;32;0,45;24,15;113,42;0;1,13;1;63,68
29/05/2019 22:30;63,21;10,06;5,76;;16;0,49;23,37;94,18;0;1,13;1,57;66,88
29/05/2019 23:30;61,1;4,86;8,55;;13;0,42;23,08;91,37;0;0,93;1,39;68,47
30/05/2019 00:30;47,27;2,37;2,9;;11;0,35;22,38;105,16;0;0,76;1,1;72,78
30/05/2019 01:30;37,7;1,57;2,4;;17;0,41;21,41;126,49;0;0,57;0,96;77,96
30/05/2019 02:30;28,69;1,82;2,16;;14;0,35;20,87;132,43;0;0,7;1,33;80,75
30/05/2019 03:30;35,32;1,12;2,69;;14;0,33;20,78;115,66;0;1;1,32;80,72
30/05/2019 04:30;41,74;1,55;2,35;;12;0,32;20,18;131,92;0;0,84;0,84;81,98
30/05/2019 05:30;39,32;4,49;4,45;;10;0,37;19,56;118,05;0;0,8;1,55;84,4
30/05/2019 06:30;32,52;16,67;7,49;0,13;23;0,72;19,93;114,59;0;1,04;14,26;81,82
30/05/2019 07:30;45,06;27,51;17,69;0,31;12;0,81;21,96;109,47;0;1,41;142,25;73,69
